"MSSubClass","MSZoning","LotArea","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","ExterQual","ExterCond","Foundation","BsmtQual","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","TotalBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","MoSold","YrSold","SaleCondition","SalePrice"
60,"RL",21535,"NoRidge","1Fam","2Story",10,6,1994,1995,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",2444,1872,4316,5,4,"Ex",10,2,"Attchd",1,2007,"Normal",755000
60,"RL",26178,"Timber","1Fam","2Story",7,5,1989,1990,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1238,1281,2519,4,4,"Gd",9,2,"Attchd",4,2006,"Normal",335000
30,"RL",5400,"OldTown","1Fam","1Story",5,6,1921,1968,"TA","TA","BrkTil","TA","Ex","Y","SBrkr",1073,0,1073,1,2,"TA",4,0,"Detchd",12,2006,"Abnorml",108480
50,"RM",6120,"BrkSide","1Fam","1.5Fin",5,6,1936,1950,"TA","Fa","BrkTil","TA","TA","Y","SBrkr",1067,472,1539,2,3,"TA",5,0,"Detchd",4,2009,"Normal",141500
20,"RL",13811,"Timber","1Fam","1Story",6,6,1987,1987,"TA","TA","CBlock","Gd","Gd","Y","SBrkr",1137,0,1137,3,2,"Gd",5,1,"Attchd",7,2006,"Normal",176000
30,"RM",6000,"BrkSide","1Fam","1Story",5,7,1921,1950,"TA","TA","CBlock","TA","Gd","Y","SBrkr",616,0,616,1,2,"TA",4,0,"Detchd",6,2006,"Normal",89000
20,"RL",6420,"Edwards","1Fam","1Story",5,7,1952,1952,"TA","TA","PConc","Ex","Fa","Y","FuseA",1148,0,1148,2,2,"TA",6,0,"Detchd",9,2006,"Normal",123500
20,"RL",8450,"Sawyer","1Fam","1Story",5,8,1965,2009,"TA","Gd","CBlock","TA","Ex","Y","SBrkr",894,0,894,2,3,"TA",5,1,"Detchd",4,2010,"Normal",138500
120,"FV",4282,"Somerst","TwnhsE","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1391,0,1391,2,2,"Gd",5,0,"Attchd",7,2008,"Normal",196000
20,"RL",14331,"Timber","1Fam","1Story",8,5,2002,2002,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1800,0,1800,3,3,"Gd",7,1,"Attchd",5,2006,"Normal",312500
20,"RL",9600,"NWAmes","1Fam","1Story",7,5,1969,1969,"TA","TA","CBlock","TA","TA","Y","SBrkr",1164,0,1164,2,3,"TA",6,0,"Attchd",7,2006,"Normal",140000
60,"RL",12438,"StoneBr","1Fam","2Story",8,5,2006,2006,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1264,1312,2576,3,4,"Ex",10,1,"BuiltIn",7,2006,"Partial",361919
190,"RM",7630,"OldTown","2fmCon","2Story",5,9,1900,1996,"TA","Gd","BrkTil","Gd","Gd","Y","SBrkr",1032,780,1812,2,4,"Gd",8,1,"Detchd",5,2010,"Normal",140000
20,"RL",8400,"CollgCr","1Fam","1Story",7,5,2004,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1484,0,1484,3,3,"Gd",7,0,"Attchd",5,2010,"Normal",213000
190,"RM",5600,"IDOTRR","2fmCon","2Story",4,5,1930,1950,"Fa","Fa","Slab",NA,"Fa","N","SBrkr",372,720,1092,2,3,"Fa",7,0,NA,7,2010,"Normal",55000
20,"RL",115149,"ClearCr","1Fam","1Story",7,5,1971,2002,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1824,0,1824,3,2,"Gd",5,2,"Attchd",6,2007,"Normal",302000
120,"RL",6240,"NridgHt","TwnhsE","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1324,0,1324,3,2,"Gd",6,1,"Attchd",12,2009,"Normal",254000
60,"RL",9018,"Gilbert","1Fam","2Story",7,5,2007,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",728,728,1456,3,3,"Gd",8,1,"Attchd",7,2007,"Partial",179540
20,"RL",7162,"Sawyer","1Fam","1Story",5,7,1966,1966,"TA","TA","PConc","TA","TA","Y","SBrkr",904,0,904,1,3,"TA",6,0,"Attchd",12,2008,"Abnorml",109900
30,"RL",4130,"BrkSide","1Fam","1Story",3,6,1935,2003,"Gd","TA","CBlock","TA","Gd","Y","SBrkr",729,0,729,1,2,"TA",5,0,NA,7,2008,"Normal",52000
50,"C (all)",8712,"IDOTRR","1Fam","1.5Fin",4,7,1900,1950,"TA","TA","Stone","TA","Gd","Y","SBrkr",859,319,1178,1,2,"TA",7,0,"Detchd",1,2010,"Abnorml",102776
120,"RL",4671,"StoneBr","TwnhsE","1Story",8,5,1988,1989,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",1228,0,1228,3,2,"Gd",5,1,"Attchd",10,2008,"Normal",189000
190,"RL",9873,"BrkSide","2fmCon","1Story",4,5,1970,1970,"TA","TA","CBlock","TA","TA","N","SBrkr",960,0,960,2,3,"TA",6,0,"Detchd",5,2006,"Normal",129000
60,"RL",13517,"Sawyer","1Fam","2Story",6,8,1976,2005,"Gd","TA","CBlock","TA","Ex","Y","SBrkr",725,754,1479,3,3,"Gd",6,0,"Attchd",3,2010,"Normal",130500
20,"RL",10140,"NWAmes","1Fam","1Story",6,5,1974,1974,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1350,0,1350,2,3,"TA",7,1,"Attchd",8,2009,"Normal",165000
70,"RM",10800,"OldTown","1Fam","2Story",7,8,1890,1998,"TA","Gd","BrkTil","TA","Ex","Y","SBrkr",1576,978,2554,2,3,"TA",8,0,"Detchd",7,2007,"Normal",159500
20,"RL",10000,"NWAmes","1Fam","1Story",5,6,1973,2000,"TA","TA","CBlock","Gd","Gd","Y","SBrkr",1178,0,1178,3,3,"Gd",5,1,"Attchd",11,2008,"Normal",157000
60,"RL",10542,"NoRidge","1Fam","2Story",7,5,1993,1994,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1325,1093,2418,4,3,"Gd",9,1,"Attchd",8,2008,"Normal",341000
20,"RL",9920,"CollgCr","1Fam","1Story",5,6,1969,1969,"TA","TA","CBlock","Gd","TA","Y","SBrkr",971,0,971,2,3,"TA",5,1,"Attchd",5,2006,"Normal",128500
120,"RL",6563,"StoneBr","1Fam","1Story",8,5,1985,1985,"Gd","TA","PConc","Gd","TA","Y","SBrkr",1742,0,1742,3,2,"Gd",5,1,"Attchd",12,2006,"Normal",275000
120,"RM",4426,"CollgCr","TwnhsE","1Story",6,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",848,0,848,2,1,"Gd",3,0,"Attchd",5,2010,"Normal",143000
20,"RL",8120,"NAmes","1Fam","1Story",4,7,1970,1970,"TA","Gd","CBlock","TA","Ex","Y","SBrkr",864,0,864,1,3,"TA",5,0,"Detchd",7,2009,"Normal",124500
50,"RL",8172,"Edwards","1Fam","1.5Fin",4,6,1954,1972,"TA","TA","PConc","TA","Ex","Y","SBrkr",997,473,1470,2,4,"TA",7,0,"Detchd",5,2008,"Normal",135000
20,"RL",13286,"Edwards","1Fam","1Story",9,5,2007,2008,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1698,0,1698,3,3,"Ex",8,1,"Attchd",2,2009,"Normal",320000
20,"RL",6960,"NAmes","1Fam","1Story",4,6,1970,1970,"TA","TA","CBlock","TA","TA","Y","SBrkr",864,0,864,1,3,"Gd",5,0,"Detchd",11,2009,"Normal",120500
20,"RL",21695,"Crawfor","1Fam","1Story",6,9,1988,2007,"Gd","Gd","CBlock","Gd","Ex","Y","SBrkr",1680,0,1680,3,3,"Gd",5,1,"Attchd",12,2009,"Normal",222000
20,"RL",7314,"CollgCr","1Fam","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1232,0,1232,3,2,"Gd",6,0,"Attchd",2,2009,"Normal",194500
90,"RL",11475,"NAmes","Duplex","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Y","SBrkr",1776,0,1776,3,4,"TA",9,0,"Detchd",7,2009,"Abnorml",110000
30,"RM",6240,"IDOTRR","1Fam","1.5Fin",4,5,1925,1950,"TA","TA","CBlock","TA","TA","Y","FuseA",848,0,1208,1,2,"TA",5,0,"Detchd",1,2009,"Normal",103000
120,"RL",5389,"StoneBr","TwnhsE","1Story",8,5,1995,1996,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1616,0,1616,3,2,"Gd",5,1,"Attchd",3,2010,"Normal",236500
80,"RL",9590,"Timber","1Fam","SLvl",7,5,2003,2003,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1146,0,1146,3,3,"Gd",6,1,"Attchd",5,2007,"Normal",187500
60,"RL",11404,"CollgCr","1Fam","2Story",7,5,1998,1999,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1153,878,2031,3,3,"Gd",8,1,"Attchd",7,2008,"Normal",222500
20,"RL",10000,"Sawyer","1Fam","1Story",5,6,1961,1983,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1144,0,1144,2,3,"TA",6,1,"Attchd",3,2009,"Normal",131400
20,"RL",8978,"Sawyer","1Fam","1Story",5,5,1968,1968,"TA","TA","PConc","TA","TA","Y","SBrkr",948,0,948,1,3,"TA",6,0,"Attchd",5,2007,"Family",108000
75,"RM",10800,"OldTown","1Fam","2.5Unf",7,7,1914,1970,"TA","TA","BrkTil","Gd","Fa","N","SBrkr",880,888,1768,2,2,"TA",6,2,"Detchd",10,2006,"Normal",163000
90,"RL",8544,"NAmes","Duplex","1Story",3,4,1950,1950,"TA","TA","CBlock",NA,"Gd","N","FuseF",1040,0,1040,2,2,"TA",6,0,"Detchd",7,2006,"Normal",93500
60,"RL",10463,"Gilbert","1Fam","2Story",8,5,2005,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",901,900,1801,3,3,"Gd",8,1,"Attchd",6,2006,"Normal",239900
90,"RL",10800,"Edwards","Duplex","1Story",5,5,1987,1988,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1200,0,1200,6,3,"TA",5,0,NA,3,2009,"Alloca",179000
60,"RL",9313,"CollgCr","1Fam","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",864,864,1728,3,3,"Gd",7,0,"Attchd",4,2009,"Normal",190000
70,"RM",9600,"OldTown","1Fam","2Story",5,7,1910,2002,"TA","Gd","BrkTil","Fa","Ex","Y","SBrkr",768,664,1432,2,2,"TA",7,0,"Detchd",5,2007,"Abnorml",132000
20,"RL",6768,"Sawyer","1Fam","1Story",6,8,1961,1996,"TA","Gd","CBlock","TA","Gd","Y","SBrkr",912,0,912,3,3,"Gd",5,0,"Detchd",5,2008,"Normal",142000
20,"RL",8450,"SawyerW","1Fam","1Story",7,5,2000,2001,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1349,0,1349,2,3,"TA",6,0,"Attchd",12,2007,"Normal",179000
80,"RL",12886,"Sawyer","1Fam","SLvl",5,6,1963,1999,"TA","TA","CBlock","Gd","Ex","Y","SBrkr",1464,0,1464,3,3,"TA",6,1,"Attchd",10,2009,"Normal",175000
120,"RL",5395,"StoneBr","TwnhsE","1Story",8,5,1993,1993,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",1337,0,1337,3,2,"Gd",5,1,"Attchd",10,2008,"Normal",180000
60,"RL",8963,"NWAmes","1Fam","2Story",8,9,1976,1996,"Ex","Gd","CBlock","TA","Ex","Y","SBrkr",1175,1540,2715,5,4,"Gd",11,2,"BuiltIn",7,2008,"Normal",299800
60,"RL",8795,"Gilbert","1Fam","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",980,1276,2256,3,4,"Gd",8,1,"BuiltIn",4,2009,"Normal",236000
70,"RM",11700,"OldTown","1Fam","2Story",7,7,1880,2003,"Gd","TA","Stone","TA","TA","N","SBrkr",1320,1320,2640,2,4,"Gd",8,1,"Detchd",5,2009,"Normal",265979
20,"RL",10593,"NoRidge","1Fam","1Story",7,5,1996,1996,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1720,0,1720,3,3,"Gd",7,1,"Attchd",3,2010,"Normal",260400
50,"RL",8405,"Edwards","1Fam","1.5Fin",4,3,1945,1950,"TA","TA","Slab",NA,"TA","N","FuseF",1088,441,1529,2,4,"TA",9,0,"Detchd",4,2009,"Normal",98000
50,"RM",8800,"OldTown","1Fam","1.5Fin",4,7,1910,2004,"TA","TA","BrkTil","TA","Gd","Y","SBrkr",792,348,1140,1,3,"TA",7,0,NA,6,2010,"Normal",96500
60,"RL",7750,"Gilbert","1Fam","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",660,660,1320,3,3,"Gd",6,0,"Attchd",8,2007,"Normal",162000
20,"RL",9236,"CollgCr","1Fam","1Story",6,5,1997,1997,"TA","Gd","PConc","Gd","Ex","Y","SBrkr",1494,0,1494,3,3,"Gd",6,0,"Attchd",7,2006,"Normal",217000
60,"RL",10240,"NridgHt","1Fam","2Story",8,5,2005,2005,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",1038,1060,2098,3,3,"Ex",8,1,"Attchd",3,2006,"Normal",275500
20,"RL",7930,"NAmes","1Fam","1Story",6,8,1969,2005,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1026,0,1026,2,3,"Gd",5,0,"Detchd",7,2009,"Normal",156000
160,"FV",3230,"Somerst","TwnhsE","2Story",6,5,1999,1999,"TA","TA","PConc","Gd","Gd","Y","SBrkr",742,729,1471,3,3,"TA",6,0,"Detchd",3,2009,"Normal",172500
60,"RL",10769,"CollgCr","1Fam","2Story",8,5,2007,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",866,902,1768,3,3,"Gd",7,0,"Attchd",4,2009,"Normal",212000
60,"RL",11616,"Sawyer","1Fam","2Story",6,5,1978,1978,"TA","TA","CBlock","TA","TA","Y","SBrkr",672,714,1386,3,3,"TA",6,1,"Attchd",4,2010,"Abnorml",158900
160,"FV",2280,"Somerst","Twnhs","2Story",7,5,1999,1999,"TA","TA","PConc","Gd","Gd","Y","SBrkr",757,744,1501,3,3,"TA",6,0,"Detchd",8,2008,"Normal",179400
60,"RL",12257,"NoRidge","1Fam","2Story",8,5,1995,1995,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1328,1203,2531,3,4,"Gd",9,1,"Attchd",11,2007,"Normal",290000
20,"RL",9100,"NAmes","1Fam","1Story",6,6,1959,1959,"TA","TA","CBlock","TA","Ex","Y","SBrkr",864,0,864,1,2,"TA",5,0,"Detchd",10,2009,"Normal",127500
30,"RM",6911,"BrkSide","1Fam","1Story",5,5,1924,1950,"TA","TA","PConc","TA","TA","Y","SBrkr",1301,0,1301,1,2,"Fa",5,0,"Detchd",10,2009,"Normal",100000
60,"FV",8640,"Somerst","1Fam","2Story",7,5,2009,2009,"TA","TA","PConc","Gd","Ex","Y","SBrkr",764,783,1547,3,3,"Gd",7,0,"Attchd",6,2010,"Normal",215200
60,"RL",9430,"NoRidge","1Fam","2Story",8,5,1999,1999,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1268,1097,2365,4,3,"Gd",8,1,"Attchd",7,2009,"Normal",337000
120,"RL",9549,"Veenker","TwnhsE","1Story",8,5,1995,1996,"Gd","Gd","PConc","Gd","Ex","Y","SBrkr",1494,0,1494,3,2,"Ex",6,1,"Attchd",4,2006,"Normal",270000
20,"RL",14587,"Somerst","1Fam","1Story",9,5,2008,2008,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1506,0,1506,2,2,"Ex",6,1,"Attchd",8,2008,"Partial",264132
60,"RL",10421,"NWAmes","1Fam","2Story",7,5,1988,1988,"TA","TA","CBlock","Gd","TA","Y","SBrkr",980,734,1714,3,3,"TA",7,1,"Attchd",3,2010,"Normal",196500
50,"RL",12508,"Mitchel","1Fam","1.5Fin",6,7,1940,1985,"TA","TA","CBlock","Gd","Ex","Y","SBrkr",983,767,1750,3,4,"TA",7,0,"Attchd",7,2008,"Normal",160000
20,"RL",9100,"CollgCr","1Fam","1Story",7,5,2004,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1836,0,1836,2,3,"Gd",8,1,"Attchd",10,2006,"Normal",216837
60,"RL",53504,"StoneBr","1Fam","2Story",8,5,2003,2003,"Ex","TA","PConc","Gd","Ex","Y","SBrkr",1690,1589,3279,5,4,"Ex",12,1,"BuiltIn",6,2010,"Normal",538000
85,"RL",7252,"Sawyer","1Fam","SFoyer",5,5,1982,1982,"TA","TA","CBlock","Gd","TA","Y","SBrkr",858,0,858,2,2,"TA",5,0,"Detchd",4,2009,"Normal",134900
20,"RL",8877,"Edwards","1Fam","1Story",4,5,1951,1951,"TA","TA","CBlock","Fa","TA","Y","FuseF",1220,0,1220,1,2,"TA",6,0,"Detchd",4,2006,"Normal",102000
80,"RL",7819,"Edwards","1Fam","SLvl",6,5,1976,1976,"TA","TA","CBlock","TA","TA","Y","SBrkr",1117,0,1117,2,3,"TA",6,1,"Detchd",3,2010,"Abnorml",107000
20,"RL",10150,"NAmes","1Fam","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","Ex","Y","FuseA",912,0,912,1,2,"TA",5,0,"Attchd",7,2007,"Normal",114500
20,"RL",14226,"NridgHt","1Fam","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",1973,0,1973,2,3,"Gd",9,1,"Attchd",7,2007,"Partial",395000
120,"RM",4500,"Mitchel","TwnhsE","1Story",6,5,1998,1998,"TA","TA","PConc","Ex","Ex","Y","SBrkr",1204,0,1204,3,2,"TA",5,0,"Attchd",6,2009,"Normal",162000
20,"RL",11210,"CollgCr","1Fam","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1614,0,1614,2,3,"Gd",7,0,"Attchd",7,2006,"Partial",221500
20,"RL",13350,"Sawyer","1Fam","1Story",5,5,1974,1974,"TA","TA","CBlock","TA","TA","Y","SBrkr",894,0,894,2,3,"TA",5,1,"Attchd",6,2006,"Normal",142500
90,"RH",8400,"SawyerW","Duplex","1Story",5,5,1977,1977,"TA","TA","Slab",NA,"TA","Y","SBrkr",2020,0,2020,2,4,"TA",10,2,"Detchd",10,2007,"Normal",144000
90,"RL",10530,"Mitchel","Duplex","SFoyer",6,5,1977,1977,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1004,0,1004,2,2,"TA",4,0,"Attchd",5,2006,"Normal",135000
20,"RL",7875,"Gilbert","1Fam","1Story",7,5,1995,1996,"TA","TA","PConc","Gd","Gd","Y","SBrkr",1253,0,1253,2,3,"TA",6,1,"Attchd",6,2007,"Normal",176000
60,"RL",7153,"SawyerW","1Fam","2Story",6,5,1992,1992,"Gd","Gd","PConc","Gd","Ex","Y","SBrkr",810,793,1603,3,3,"Gd",7,0,"Attchd",7,2006,"Normal",175900
20,"RL",16285,"CollgCr","1Fam","1Story",7,5,2001,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1430,0,1430,2,3,"Gd",6,0,"Attchd",6,2009,"Normal",187100
85,"RL",9101,"Mitchel","1Fam","SFoyer",5,6,1978,1978,"TA","Gd","PConc","Gd","Ex","Y","SBrkr",1110,0,1110,2,1,"Gd",4,1,"Attchd",7,2009,"Normal",165500
75,"RM",6300,"OldTown","1Fam","2.5Unf",6,6,1914,2001,"TA","TA","CBlock","TA","Ex","Y","SBrkr",742,742,1484,2,3,"TA",9,1,NA,6,2008,"Normal",128000
20,"RL",9790,"NWAmes","1Fam","1Story",6,5,1967,1967,"TA","TA","CBlock","TA","TA","Y","SBrkr",1342,0,1342,2,3,"TA",7,1,"Attchd",9,2009,"Normal",161500
50,"RM",10800,"OldTown","1Fam","1.5Fin",5,6,1915,1950,"TA","Gd","PConc","Fa","TA","Y","SBrkr",966,686,1652,3,4,"TA",7,0,"Detchd",6,2010,"Normal",139000
60,"RL",10142,"SawyerW","1Fam","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",956,1128,2084,4,4,"Gd",8,0,"BuiltIn",1,2010,"Normal",233000
20,"RM",6000,"OldTown","1Fam","1Story",4,7,1954,2000,"TA","TA","CBlock","TA","Ex","Y","SBrkr",901,0,901,1,2,"TA",4,0,"Detchd",8,2008,"Normal",107900
60,"RL",12205,"ClearCr","1Fam","2Story",6,8,1966,2007,"TA","TA","CBlock","TA","Gd","Y","SBrkr",976,1111,2087,3,5,"Gd",9,0,"Attchd",7,2007,"Normal",187500
120,"RL",3182,"Blmngtn","TwnhsE","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1145,0,1145,2,2,"Gd",5,1,"Attchd",9,2009,"Normal",160200
80,"RL",11333,"Mitchel","1Fam","SLvl",6,5,1976,1976,"TA","TA","PConc","Gd","TA","Y","SBrkr",1062,0,1062,2,3,"TA",5,2,"Attchd",5,2007,"Normal",146800
60,"RL",9920,"NoRidge","1Fam","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1127,886,2013,4,3,"TA",8,1,"Attchd",6,2007,"Normal",269790
20,"RL",9158,"Somerst","1Fam","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1496,0,1496,2,3,"Gd",7,0,"Attchd",6,2007,"Partial",225000
60,"RL",10832,"Gilbert","1Fam","2Story",7,5,1994,1996,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1086,809,1895,3,3,"Gd",7,1,"Attchd",10,2008,"Normal",194500
60,"RL",8400,"SawyerW","1Fam","2Story",6,6,1980,1981,"TA","TA","CBlock","Gd","TA","Y","SBrkr",888,676,1564,3,3,"TA",7,1,"Attchd",4,2010,"Normal",171000
20,"RL",8197,"Sawyer","1Fam","1Story",6,5,1977,1977,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1285,0,1285,2,3,"TA",7,1,"Attchd",4,2007,"Normal",143500
20,"RL",7677,"NAmes","1Fam","1Story",5,5,1953,1953,"TA","TA","CBlock","TA","Gd","Y","SBrkr",773,0,773,1,2,"TA",4,0,"Attchd",4,2008,"Abnorml",110000
60,"RL",13518,"NridgHt","1Fam","2Story",9,5,2008,2009,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1966,1174,3140,4,4,"Ex",11,2,"BuiltIn",7,2009,"Partial",485000
50,"RL",7200,"SWISU","1Fam","1.5Fin",5,7,1937,1950,"TA","TA","BrkTil","Gd","Ex","Y","SBrkr",981,787,1768,3,3,"Gd",7,2,"Detchd",6,2007,"Normal",175000
60,"RL",12798,"ClearCr","1Fam","2Story",6,5,1997,1997,"TA","TA","PConc","Gd","Gd","Y","SBrkr",616,1072,1688,4,4,"Gd",8,0,"Attchd",5,2008,"Normal",200000
30,"RM",4800,"IDOTRR","1Fam","1Story",4,7,1916,1990,"TA","TA","CBlock","TA","Ex","Y","FuseA",1196,0,1196,2,2,"TA",5,0,"Detchd",7,2007,"Normal",109900
60,"RL",8199,"CollgCr","1Fam","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",728,728,1456,4,3,"Gd",7,1,"Attchd",10,2008,"Normal",189000
60,"RL",13891,"NridgHt","1Fam","2Story",9,5,2008,2009,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1734,1088,2822,4,4,"Ex",12,1,"BuiltIn",1,2009,"Partial",582933
20,"RL",9000,"NAmes","1Fam","1Story",5,5,1954,1954,"TA","TA","CBlock","TA","TA","Y","SBrkr",1128,0,1128,1,2,"TA",5,0,"Attchd",6,2006,"Family",118000
20,"RL",12274,"Somerst","1Fam","1Story",7,5,2008,2008,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1428,0,1428,2,3,"Ex",6,0,"Attchd",7,2008,"Partial",227680
80,"RL",9750,"NAmes","1Fam","SLvl",5,5,1967,1967,"TA","TA","PConc","TA","Gd","Y","SBrkr",980,0,980,2,3,"TA",6,0,"Attchd",10,2006,"Normal",135500
70,"RL",21384,"BrkSide","1Fam","2Story",5,6,1923,2004,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1072,504,1576,4,3,"Gd",6,1,"Attchd",5,2009,"Normal",223500
80,"RL",13400,"NAmes","1Fam","SLvl",5,5,1966,1966,"TA","TA","CBlock","TA","TA","Y","SBrkr",1086,0,1086,2,3,"TA",6,1,"Attchd",6,2006,"Normal",159950
75,"RM",8100,"OldTown","1Fam","2.5Unf",5,5,1898,1965,"TA","TA","PConc","TA","TA","N","FuseA",1075,1063,2138,2,2,"TA",11,0,"Detchd",11,2009,"Normal",106000
20,"RL",10140,"NWAmes","1Fam","1Story",6,6,1974,1999,"TA","TA","CBlock","TA","Fa","Y","SBrkr",1309,0,1309,3,3,"Gd",5,1,"Attchd",1,2006,"Normal",181000
120,"RM",4438,"CollgCr","TwnhsE","1Story",6,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",848,0,848,2,1,"Gd",4,1,"Attchd",6,2008,"Normal",144500
20,"C (all)",8712,"IDOTRR","1Fam","1Story",5,5,1952,1952,"Fa","TA","CBlock","TA","TA","N","FuseA",1044,0,1044,1,2,"Fa",4,0,"Basment",6,2010,"Alloca",55993
20,"RL",9750,"NAmes","1Fam","1Story",6,6,1958,1958,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1442,0,1442,2,4,"TA",7,0,"Attchd",4,2007,"Normal",157900
50,"RL",8248,"Edwards","1Fam","1.5Fin",5,7,1918,1950,"TA","TA","BrkTil","TA","Gd","Y","SBrkr",686,564,1250,3,3,"Fa",7,0,"Detchd",7,2006,"Normal",116000
20,"RL",12137,"CollgCr","1Fam","1Story",7,5,1998,1998,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1661,0,1661,2,3,"Gd",6,0,"Attchd",5,2010,"Normal",224900
20,"RL",11425,"NAmes","1Fam","1Story",5,6,1954,1954,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1008,0,1008,1,2,"TA",4,1,"Attchd",7,2006,"Normal",137000
20,"RL",13265,"Mitchel","1Fam","1Story",8,5,2002,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1689,0,1689,3,3,"Gd",7,2,"Attchd",7,2008,"Normal",271000
80,"RL",8816,"ClearCr","1Fam","SLvl",6,7,1971,1971,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1052,0,1052,2,3,"TA",6,0,"Attchd",6,2010,"Normal",155000
120,"RL",6371,"NridgHt","TwnhsE","1Story",7,5,2009,2010,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1358,0,1358,3,2,"Gd",6,1,"Attchd",6,2010,"Partial",224000
60,"RL",7226,"CollgCr","1Fam","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",798,842,1640,3,3,"Gd",6,0,"Attchd",6,2008,"Normal",183000
20,"RM",6000,"OldTown","2fmCon","1Story",4,4,1953,1953,"Fa","TA","CBlock","Fa","TA","N","SBrkr",936,0,936,1,2,"TA",4,0,"Detchd",2,2009,"Normal",93000
60,"RL",12394,"Gilbert","1Fam","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",847,886,1733,3,3,"Gd",7,1,"BuiltIn",10,2007,"Family",225000
50,"RL",9900,"SWISU","1Fam","1.5Fin",6,7,1940,1950,"TA","TA","BrkTil","TA","TA","Y","SBrkr",944,545,1489,2,3,"TA",7,1,"Detchd",7,2009,"Normal",139500
20,"FV",11216,"Somerst","1Fam","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1489,0,1489,2,3,"Gd",7,1,"Attchd",6,2006,"Partial",232600
